"symbol","Margin Mode","Position Side","Entry Price","Avg. Close Pirce","Max Open Interest","Closed Vol.","Closing PNL","Opened","Closed","Status"
"FHEUSDT","Cross","Long","0.06154600","0.06149800","370.00000000","673.00000000","-0.04737057","2025-08-24 23:15:50.877",,"Partially Closed"
"WLFIUSDT","Cross","Long","0.22970000","0.22050000","436.00000000","436.00000000","-4.01120000","2025-08-24 22:57:16.421","2025-08-24 23:13:39.391","Closed"
"SKYAIUSDT","Cross","Long","0.04293500","0.04097000","2330.00000000","2330.00000000","-4.57800000","2025-08-24 20:25:20.020","2025-08-24 22:04:13.149","Closed"
"BIDUSDT","Cross","Short","0.11239400","0.11692000","885.00000000","885.00000000","-4.00551000","2025-08-24 20:24:49.325","2025-08-24 20:33:12.508","Closed"
"XPLUSDT","Cross","Short","0.55010000","0.57310000","182.00000000","182.00000000","-4.18600000","2025-08-24 20:21:24.853","2025-08-24 23:23:19.056","Closed"
"BIDUSDT","Cross","Short","0.11428000","0.11303900","879.00000000","879.00000000","1.09050000","2025-08-24 20:04:41.925","2025-08-24 20:24:32.616","Closed"
"WLFIUSDT","Cross","Short","0.21280000","0.22291300","469.00000000","469.00000000","-4.74290000","2025-08-24 19:45:04.719","2025-08-24 22:56:45.654","Closed"
"MYROUSDT","Cross","Short","0.02501000","0.02501000","3987.00000000","3987.00000000","0E-8","2025-08-24 19:39:33.145","2025-08-24 19:53:55.137","Closed"
"WLFIUSDT","Cross","Short","0.21400000","0.21270000","468.00000000","468.00000000","0.60840000","2025-08-24 19:39:26.756","2025-08-24 19:44:48.408","Closed"
"BANUSDT","Cross","Short","0.08617200","0.08963000","1163.00000000","1163.00000000","-4.02138999","2025-08-24 19:38:50.124","2025-08-24 23:41:00.664","Closed"
"BIDUSDT","Cross","Short","0.11437100","0.11382000","878.00000000","878.00000000","0.48417999","2025-08-24 19:38:43.830","2025-08-24 20:04:14.840","Closed"
"XNYUSDT","Cross","Short","0.00675800","0.00675900","14754.00000000","14754.00000000","-0.01479801","2025-08-24 19:38:08.059","2025-08-24 19:52:51.557","Closed"
"UMAUSDT","Cross","Short","1.52200000","1.52200000","66.00000000","66.00000000","0E-8","2025-08-24 19:37:00.624","2025-08-24 20:10:16.130","Closed"
"BIDUSDT","Cross","Short","0.11365400","0.11350000","877.00000000","877.00000000","0.13542999","2025-08-24 19:36:19.952","2025-08-24 19:38:16.875","Closed"
"HAEDALUSDT","Cross","Long","0.14022100","0.13457100","713.00000000","713.00000000","-4.02839497","2025-08-24 19:35:15.323","2025-08-24 22:29:56.831","Closed"
"WLFIUSDT","Cross","Short","0.21760000","0.21040000","455.00000000","455.00000000","3.27600000","2025-08-24 19:35:00.104","2025-08-24 19:38:47.179","Closed"
"MYROUSDT","Cross","Long","0.02561100","0.02459000","3906.00000000","3906.00000000","-3.98812999","2025-08-24 19:33:30.307","2025-08-24 19:37:29.990","Closed"
"XNYUSDT","Cross","Long","0.00688300","0.00660000","14548.00000000","14548.00000000","-4.11486000","2025-08-24 19:05:48.262","2025-08-24 19:37:36.589","Closed"
"WLFIUSDT","Cross","Long","0.22720000","0.21770000","440.00000000","440.00000000","-4.18000000","2025-08-24 18:47:00.648","2025-08-24 19:34:30.044","Closed"
"WLFIUSDT","Cross","Long","0.22790000","0.22790000","441.00000000","441.00000000","0E-8","2025-08-24 18:40:44.917","2025-08-24 18:46:37.824","Closed"
"SAPIENUSDT","Cross","Short","0.25309900","0.23097200","395.00000000","395.00000000","8.74018996","2025-08-24 18:32:21.937","2025-08-24 21:37:40.043","Closed"
"BIDUSDT","Cross","Long","0.11807000","0.11326200","845.00000000","845.00000000","-4.06277000","2025-08-24 18:31:26.450","2025-08-24 19:35:56.878","Closed"
"BIDUSDT","Cross","Short","0.11421000","0.11889000","877.00000000","877.00000000","-4.10436999","2025-08-24 18:25:42.842","2025-08-24 18:31:13.628","Closed"
"BIDUSDT","Cross","Long","0.11682400","0.11245400","857.00000000","857.00000000","-3.74515999","2025-08-24 18:22:02.122","2025-08-24 18:25:26.055","Closed"
"XPLUSDT","Cross","Short","0.56020000","0.55043900","178.00000000","178.00000000","1.73750000","2025-08-24 18:13:04.991","2025-08-24 20:21:02.190","Closed"
"PROMPTUSDT","Cross","Long","0.36466300","0.34860000","274.00000000","274.00000000","-4.40119999","2025-08-24 17:58:18.486","2025-08-24 18:06:25.066","Closed"
"BANUSDT","Cross","Long","0.09055700","0.08610200","1107.00000000","1107.00000000","-4.93174999","2025-08-24 17:52:40.626","2025-08-24 19:36:18.679","Closed"
"FHEUSDT","Cross","Long","0.06604000","0.06603000","1517.00000000","1517.00000000","-0.01517000","2025-08-24 17:46:03.545","2025-08-24 18:14:50.490","Closed"
"SAPIENUSDT","Cross","Long","0.25369400","0.25360800","395.00000000","395.00000000","-0.03396997","2025-08-24 17:42:54.321","2025-08-24 18:32:08.033","Closed"
"BIOUSDT","Cross","Short","0.24116000","0.25084000","417.00000000","417.00000000","-4.03657999","2025-08-24 17:41:33.619","2025-08-24 17:44:26.854","Closed"
"BIOUSDT","Cross","Long","0.24842000","0.23845400","396.00000000","396.00000000","-3.94658000","2025-08-24 17:40:38.043","2025-08-24 17:41:20.691","Closed"
"PROMPTUSDT","Cross","Long","0.34050000","0.36190000","295.00000000","295.00000000","6.31300000","2025-08-24 17:30:02.209","2025-08-24 17:57:51.014","Closed"
"XPLUSDT","Cross","Long","0.58510000","0.56140000","171.00000000","171.00000000","-4.05270000","2025-08-24 17:28:28.750","2025-08-24 18:12:53.267","Closed"
"SKYAIUSDT","Cross","Short","0.04300800","0.04301300","2327.00000000","2327.00000000","-0.01272999","2025-08-24 17:27:55.898","2025-08-24 20:24:46.782","Closed"
"SKYAIUSDT","Cross","Long","0.04391000","0.04209000","2279.00000000","2279.00000000","-4.14778000","2025-08-24 17:21:43.926","2025-08-24 17:25:49.616","Closed"
"FHEUSDT","Cross","Short","0.06546600","0.06498800","1604.00000000","6983.00000000","3.33599992","2025-08-24 17:19:23.660","2025-08-24 23:15:50.877","Closed"
"FHEUSDT","Cross","Long","0.06200000","0.06250000","144.00000000","144.00000000","0.07200000","2025-08-24 17:17:06.165","2025-08-24 17:19:23.660","Closed"
"PROMPTUSDT","Cross","Short","0.33040000","0.34360000","302.00000000","302.00000000","-3.98640000","2025-08-24 17:10:00.404","2025-08-24 17:29:32.051","Closed"
"MEMEUSDT","Cross","Short","0.00386800","0.00386400","25846.00000000","25846.00000000","0.10338400","2025-08-24 17:03:22.391","2025-08-24 18:23:00.378","Closed"
"BIOUSDT","Cross","Long","0.23103000","0.25175000","432.00000000","432.00000000","8.95104000","2025-08-24 17:02:25.848","2025-08-24 17:40:22.541","Closed"
"FHEUSDT","Cross","Short","0.06319400","0.06270000","353.00000000","353.00000000","0.17449999","2025-08-24 17:01:43.443","2025-08-24 17:17:06.165","Closed"
"SAPIENUSDT","Cross","Short","0.24421700","0.25399000","409.00000000","409.00000000","-3.99700999","2025-08-24 17:01:00.099","2025-08-24 17:42:33.671","Closed"
"BIOUSDT","Cross","Short","0.22138000","0.23010000","454.00000000","454.00000000","-3.95888000","2025-08-24 16:49:28.794","2025-08-24 17:02:13.586","Closed"
"PROMPTUSDT","Cross","Short","0.37330000","0.33370000","268.00000000","268.00000000","10.61280000","2025-08-24 16:48:32.151","2025-08-24 17:09:37.889","Closed"
"FHEUSDT","Cross","Long","0.06222800","0.06222800","307.00000000","307.00000000","0E-8","2025-08-24 16:45:45.693","2025-08-24 17:01:43.443","Closed"
"FHEUSDT","Cross","Short","0.06342000","0.06597000","1578.00000000","1578.00000000","-4.02390000","2025-08-24 16:38:51.017","2025-08-24 17:45:42.534","Closed"
"PROMPTUSDT","Cross","Long","0.38400000","0.36900000","260.00000000","260.00000000","-3.90000000","2025-08-24 16:36:08.974","2025-08-24 16:48:02.371","Closed"
"FHEUSDT","Cross","Short","0.06369000","0.06319400","353.00000000","353.00000000","0.17499998","2025-08-24 16:34:00.560","2025-08-24 16:45:45.693","Closed"
"FHEUSDT","Cross","Long","0.06329100","0.06282200","302.00000000","466.00000000","-0.21849998","2025-08-24 16:23:14.640","2025-08-24 16:34:00.560","Closed"
"PROMPTUSDT","Cross","Long","0.37040000","0.38130000","270.00000000","270.00000000","2.94300000","2025-08-24 16:22:59.080","2025-08-24 16:35:55.053","Closed"
"FHEUSDT","Cross","Short","0.06450000","0.06400000","25.00000000","25.00000000","0.01250000","2025-08-24 16:22:01.089","2025-08-24 16:23:14.640","Closed"
"FHEUSDT","Cross","Short","0.06432000","0.06339000","1554.00000000","1554.00000000","1.44522000","2025-08-24 16:20:38.799","2025-08-24 16:38:19.656","Closed"
"FHEUSDT","Cross","Long","0.06422800","0.06422800","298.00000000","298.00000000","0E-8","2025-08-24 16:19:47.767","2025-08-24 16:22:01.089","Closed"
"MEMEUSDT","Cross","Short","0.00396800","0.00387500","25233.00000000","25233.00000000","2.34666900","2025-08-24 16:16:22.877","2025-08-24 17:03:00.090","Closed"
"BIOUSDT","Cross","Short","0.24640000","0.21541000","406.00000000","406.00000000","12.58194000","2025-08-24 16:13:29.095","2025-08-24 16:48:58.703","Closed"
"XPLUSDT","Cross","Long","0.57550000","0.58500000","174.00000000","174.00000000","1.65300000","2025-08-24 16:13:21.180","2025-08-24 17:28:09.936","Closed"
"BIOUSDT","Cross","Short","0.24534600","0.24534000","403.00000000","403.00000000","0.00244000","2025-08-24 16:08:05.935","2025-08-24 16:13:01.218","Closed"
"PROMPTUSDT","Cross","Short","0.35720000","0.37150000","280.00000000","280.00000000","-4.00400000","2025-08-24 16:05:34.623","2025-08-24 16:22:37.280","Closed"
"WLFIUSDT","Cross","Short","0.22110000","0.23070000","454.00000000","454.00000000","-4.35840000","2025-08-24 16:03:08.660","2025-08-24 18:40:15.130","Closed"
"BIDUSDT","Cross","Long","0.10997800","0.11789000","907.00000000","907.00000000","7.17623999","2025-08-24 16:02:28.287","2025-08-24 18:21:41.184","Closed"
"XNYUSDT","Cross","Long","0.00627100","0.00689400","15995.00000000","15995.00000000","9.97273000","2025-08-24 16:01:14.683","2025-08-24 19:05:29.028","Closed"
"MEMEUSDT","Cross","Short","0.00402400","0.00397400","24950.00000000","24950.00000000","1.24750000","2025-08-24 16:01:05.658","2025-08-24 16:16:02.032","Closed"
"BIDUSDT","Cross","Short","0.10534100","0.10961300","943.00000000","943.00000000","-4.02889999","2025-08-24 15:57:39.007","2025-08-24 16:02:01.591","Closed"
"QTUMUSDT","Cross","Long","2.91700000","3.21800000","34.30000000","34.30000000","10.32430000","2025-08-24 15:53:49.095","2025-08-24 17:50:41.626","Closed"
"PROMPTUSDT","Cross","Long","0.37200000","0.35670000","269.00000000","269.00000000","-4.11570000","2025-08-24 15:51:18.361","2025-08-24 16:05:10.065","Closed"
"BIDUSDT","Cross","Long","0.11216500","0.10763300","896.00000000","896.00000000","-4.06082998","2025-08-24 15:50:36.887","2025-08-24 15:55:05.059","Closed"
"XPLUSDT","Cross","Short","0.57370000","0.57374000","174.00000000","174.00000000","-0.00690000","2025-08-24 15:48:04.055","2025-08-24 16:12:50.086","Closed"
"MYROUSDT","Cross","Long","0.02562000","0.02563000","3902.00000000","3902.00000000","0.03902000","2025-08-24 15:36:35.532","2025-08-24 19:33:01.826","Closed"
"VVVUSDT","Cross","Long","3.11700000","3.16200000","32.07000000","32.07000000","1.44315000","2025-08-24 15:36:26.853","2025-08-24 19:35:56.536","Closed"
"TUTUSDT","Cross","Long","0.06239000","0.06000200","1604.00000000","1604.00000000","-3.83069000","2025-08-24 15:36:09.655","2025-08-24 16:01:39.400","Closed"
"JELLYJELLYUSDT","Cross","Long","0.01896000","0.01897000","5285.00000000","5285.00000000","0.05285000","2025-08-24 15:35:59.058","2025-08-24 19:34:30.067","Closed"
"BANUSDT","Cross","Long","0.08958000","0.08981000","1117.00000000","1117.00000000","0.25691000","2025-08-24 15:35:51.823","2025-08-24 17:52:27.061","Closed"
"HAEDALUSDT","Cross","Long","0.13704600","0.13937200","730.00000000","730.00000000","1.69831199","2025-08-24 15:35:41.758","2025-08-24 19:34:30.344","Closed"
"ALCHUSDT","Cross","Long","0.10185000","0.10266700","982.00000000","982.00000000","0.80217000","2025-08-24 15:35:34.958","2025-08-24 15:41:10.234","Closed"
"DOGSUSDT","Cross","Long","0.00015200","0.00015200","657030.00000000","657030.00000000","0.06570300","2025-08-24 15:35:26.791","2025-08-24 19:34:24.128","Closed"
"SKYAIUSDT","Cross","Long","0.04115100","0.04422600","2431.00000000","2431.00000000","7.47414999","2025-08-24 15:35:17.161","2025-08-24 17:21:27.957","Closed"
"UMAUSDT","Cross","Long","1.53700000","1.53600000","65.00000000","65.00000000","-0.06500000","2025-08-24 15:35:08.391","2025-08-24 19:34:24.969","Closed"
"QTUMUSDT","Cross","Long","2.91200000","2.91200000","34.40000000","34.40000000","0E-8","2025-08-24 15:34:59.859","2025-08-24 15:53:09.406","Closed"
"BIDUSDT","Cross","Long","0.10672700","0.11242700","936.00000000","936.00000000","5.33542999","2025-08-24 15:34:52.483","2025-08-24 15:50:10.294","Closed"
"PIPPINUSDT","Cross","Long","0.01594000","0.01615000","6277.00000000","6277.00000000","1.31817000","2025-08-24 15:34:44.443","2025-08-24 19:33:58.481","Closed"
"BSWUSDT","Cross","Long","0.01700000","0.01705000","5882.00000000","5882.00000000","0.29410000","2025-08-24 15:34:36.300","2025-08-24 19:36:54.130","Closed"
"BIOUSDT","Cross","Long","0.25814000","0.24756000","387.00000000","387.00000000","-4.09446000","2025-08-24 15:34:28.449","2025-08-24 16:07:29.490","Closed"
"SAPIENUSDT","Cross","Short","0.25078000","0.24415000","399.00000000","399.00000000","2.64537000","2025-08-24 15:34:18.480","2025-08-24 17:00:35.988","Closed"
"XPLUSDT","Cross","Long","0.57530000","0.57520000","173.00000000","173.00000000","-0.01730000","2025-08-24 15:34:10.588","2025-08-24 15:47:32.001","Closed"
"XNYUSDT","Cross","Long","0.00615100","0.00620400","16287.00000000","16287.00000000","0.86176099","2025-08-24 15:34:01.590","2025-08-24 16:00:41.466","Closed"
"MEMEUSDT","Cross","Short","0.00397700","0.00397100","25094.00000000","25094.00000000","0.15056400","2025-08-24 15:33:52.262","2025-08-24 16:00:26.466","Closed"
"PROMPTUSDT","Cross","Long","0.37222900","0.37278100","268.00000000","268.00000000","0.14799999","2025-08-24 15:33:41.847","2025-08-24 15:50:38.557","Closed"
"WLFIUSDT","Cross","Short","0.22610000","0.22140000","444.00000000","444.00000000","2.08680000","2025-08-24 15:33:33.060","2025-08-24 16:02:45.267","Closed"
"FHEUSDT","Cross","Long","0.06696500","0.06426000","1497.00000000","1497.00000000","-4.05008999","2025-08-24 15:33:23.543","2025-08-24 16:20:03.918","Closed"
"MEMEUSDT","Cross","Long","0.00415100","0.00398800","24096.00000000","24096.00000000","-3.92764800","2025-08-24 14:40:45.569","2025-08-24 15:05:30.475","Closed"
"WLFIUSDT","Cross","Short","0.22690000","0.22310000","437.00000000","437.00000000","1.66060000","2025-08-24 14:37:03.055","2025-08-24 15:27:15.226","Closed"
"PROMPTUSDT","Cross","Long","0.35690000","0.37830000","281.00000000","281.00000000","6.01340000","2025-08-24 14:30:32.303","2025-08-24 15:13:22.064","Closed"
"WLFIUSDT","Cross","Long","0.23550000","0.22500000","424.00000000","424.00000000","-4.45200000","2025-08-24 14:20:31.890","2025-08-24 14:36:40.036","Closed"
"SAPIENUSDT","Cross","Short","0.25695000","0.25163300","388.00000000","388.00000000","2.06296000","2025-08-24 14:17:18.129","2025-08-24 15:27:13.031","Closed"
"FHEUSDT","Cross","Short","0.06527000","0.06789000","1532.00000000","1532.00000000","-4.01404000","2025-08-24 14:17:01.306","2025-08-24 14:54:44.665","Closed"
"SAPIENUSDT","Cross","Short","0.26127000","0.25866000","383.00000000","383.00000000","0.99963000","2025-08-24 14:09:35.729","2025-08-24 14:16:32.913","Closed"
"PROMPTUSDT","Cross","Short","0.35430000","0.35731600","283.00000000","283.00000000","-0.85340000","2025-08-24 14:09:26.364","2025-08-24 14:30:17.393","Closed"
"FHEUSDT","Cross","Short","0.06671000","0.06622400","971.00000000","2527.00000000","1.22799994","2025-08-24 14:07:04.768","2025-08-24 16:19:47.767","Closed"
"FHEUSDT","Cross","Long","0.06571400","0.06470800","276.00000000","276.00000000","-0.27749999","2025-08-24 14:01:46.271","2025-08-24 14:07:04.768","Closed"
"FHEUSDT","Cross","Short","0.06650000","0.06600000","39.00000000","39.00000000","0.01950000","2025-08-24 14:01:10.013","2025-08-24 14:01:46.271","Closed"
"FHEUSDT","Cross","Long","0.06571200","0.06621400","274.00000000","274.00000000","0.13749999","2025-08-24 13:52:16.660","2025-08-24 14:01:10.013","Closed"
"XNYUSDT","Cross","Short","0.00648300","0.00674500","15408.00000000","15408.00000000","-4.03689600","2025-08-24 13:50:36.295","2025-08-24 14:53:29.301","Closed"
"WLFIUSDT","Cross","Long","0.23130000","0.22923600","433.00000000","433.00000000","-0.89390000","2025-08-24 13:50:24.219","2025-08-24 14:20:18.072","Closed"
"MEMEUSDT","Cross","Short","0.00411600","0.00411700","24361.00000000","24361.00000000","-0.02436100","2025-08-24 13:47:22.577","2025-08-24 14:39:28.249","Closed"
"PROMPTUSDT","Cross","Short","0.36850000","0.34870000","272.00000000","272.00000000","5.38560000","2025-08-24 13:43:46.899","2025-08-24 14:08:17.149","Closed"
"XPLUSDT","Cross","Short","0.56870000","0.59150000","175.00000000","175.00000000","-3.99000000","2025-08-24 13:41:18.322","2025-08-24 14:57:43.945","Closed"
"WLFIUSDT","Cross","Long","0.23890000","0.22950000","418.00000000","418.00000000","-3.92920000","2025-08-24 13:39:00.213","2025-08-24 13:48:58.160","Closed"
"FHEUSDT","Cross","Short","0.06697000","0.06532200","1491.00000000","1491.00000000","2.45724000","2025-08-24 13:35:23.222","2025-08-24 14:16:29.739","Closed"
"MEMEUSDT","Cross","Long","0.00408600","0.00410700","24504.00000000","24504.00000000","0.51628800","2025-08-24 13:34:00.802","2025-08-24 13:46:39.047","Closed"
"MEMEUSDT","Cross","Long","0.00448400","0.00430200","22297.00000000","22297.00000000","-4.05805400","2025-08-24 13:22:53.418","2025-08-24 13:32:30.936","Closed"
"SAPIENUSDT","Cross","Long","0.26598000","0.25500000","376.00000000","376.00000000","-4.12848000","2025-08-24 13:21:25.224","2025-08-24 13:55:02.456","Closed"
"FHEUSDT","Cross","Short","0.06695700","0.06646000","199.00000000","509.00000000","0.25299997","2025-08-24 13:18:03.629","2025-08-24 13:52:16.660","Closed"
"WLFIUSDT","Cross","Long","0.23690000","0.23690000","423.00000000","423.00000000","0E-8","2025-08-24 13:15:39.832","2025-08-24 13:38:13.681","Closed"
"PROMPTUSDT","Cross","Long","0.34830000","0.36820000","288.00000000","288.00000000","5.73120000","2025-08-24 13:11:12.603","2025-08-24 13:42:47.923","Closed"
"MEMEUSDT","Cross","Short","0.00432100","0.00449400","22753.00000000","22753.00000000","-3.93626900","2025-08-24 13:06:06.277","2025-08-24 13:20:30.432","Closed"
"FHEUSDT","Cross","Long","0.06570600","0.06620800","269.00000000","269.00000000","0.13499999","2025-08-24 13:03:57.697","2025-08-24 13:18:03.629","Closed"
"SAPIENUSDT","Cross","Short","0.26001500","0.27101000","385.00000000","385.00000000","-4.23315000","2025-08-24 13:03:46.335","2025-08-24 13:20:01.535","Closed"
"MEMEUSDT","Cross","Long","0.00414600","0.00436300","24096.00000000","24096.00000000","5.22883200","2025-08-24 12:54:29.459","2025-08-24 13:05:40.959","Closed"
"XPLUSDT","Cross","Long","0.56838000","0.57090000","176.00000000","176.00000000","0.44349999","2025-08-24 12:39:47.043","2025-08-24 13:40:58.753","Closed"
"MEMEUSDT","Cross","Short","0.00401000","0.00417100","24869.00000000","24869.00000000","-4.00390900","2025-08-24 12:37:23.783","2025-08-24 12:52:06.240","Closed"
"MEMEUSDT","Cross","Long","0.00403200","0.00403500","24839.00000000","24839.00000000","0.07451698","2025-08-24 12:33:55.837","2025-08-24 12:36:45.401","Closed"
"FORTHUSDT","Cross","Short","3.00600000","2.97700000","33.30000000","33.30000000","0.96570000","2025-08-24 12:22:52.610","2025-08-24 14:16:27.362","Closed"
"SAPIENUSDT","Cross","Long","0.25980000","0.25987800","385.00000000","385.00000000","0.03015000","2025-08-24 12:22:41.906","2025-08-24 13:02:33.064","Closed"
"XPLUSDT","Cross","Short","0.55010000","0.57210000","182.00000000","182.00000000","-4.00400000","2025-08-24 12:22:33.172","2025-08-24 12:37:39.434","Closed"
"XNYUSDT","Cross","Long","0.00630800","0.00644000","15855.00000000","15855.00000000","2.09164000","2025-08-24 12:22:21.645","2025-08-24 13:49:36.364","Closed"
"MEMEUSDT","Cross","Short","0.00403400","0.00403500","24814.00000000","24814.00000000","-0.02481399","2025-08-24 12:22:06.516","2025-08-24 12:31:43.883","Closed"
"PROMPTUSDT","Cross","Short","0.34490000","0.35900000","290.00000000","290.00000000","-4.08900000","2025-08-24 12:21:55.722","2025-08-24 13:09:13.994","Closed"
"WLFIUSDT","Cross","Long","0.23730000","0.23730000","422.00000000","422.00000000","0E-8","2025-08-24 12:21:43.788","2025-08-24 13:15:03.481","Closed"
"FHEUSDT","Cross","Short","0.06852100","0.06730000","1455.00000000","1455.00000000","1.77716000","2025-08-24 12:21:34.429","2025-08-24 13:34:18.062","Closed"
"API3USDT","Cross","Short","1.38710000","1.37930000","27.20000000","27.20000000","0.21216000","2025-08-24 11:23:00.155","2025-08-24 12:19:56.449","Closed"
"API3USDT","Cross","Short","1.38460000","1.38530000","9.10000000","9.10000000","-0.00637000","2025-08-24 11:22:08.187","2025-08-24 11:22:43.747","Closed"
"BIOUSDT","Cross","Long","0.29844100","0.30997000","335.00000000","335.00000000","3.86207999","2025-08-24 10:22:39.285","2025-08-24 11:56:51.067","Closed"
"FHEUSDT","Cross","Short","0.06808500","0.06759700","1124.00000000","4334.00000000","2.11549996","2025-08-24 10:16:22.466","2025-08-24 13:03:57.697","Closed"
"FHEUSDT","Cross","Long","0.06767200","0.06616300","233.00000000","233.00000000","-0.35149999","2025-08-24 10:05:14.626","2025-08-24 10:16:22.466","Closed"
"FHEUSDT","Cross","Short","0.06850000","0.06800000","72.00000000","72.00000000","0.03600000","2025-08-24 10:03:49.149","2025-08-24 10:05:14.626","Closed"
"FHEUSDT","Cross","Long","0.06800000","0.06850000","79.00000000","79.00000000","0.03950000","2025-08-24 10:03:12.096","2025-08-24 10:03:49.149","Closed"
"FHEUSDT","Cross","Short","0.06967300","0.06918100","671.00000000","820.00000000","0.40350000","2025-08-24 10:01:04.062","2025-08-24 10:03:12.096","Closed"
"FHEUSDT","Cross","Long","0.06789300","0.06809700","225.00000000","377.00000000","0.07699999","2025-08-24 09:43:49.835","2025-08-24 10:01:04.062","Closed"
"FHEUSDT","Cross","Short","0.06900000","0.06850000","79.00000000","79.00000000","0.03950000","2025-08-24 09:40:15.933","2025-08-24 09:43:49.835","Closed"
"FHEUSDT","Cross","Long","0.06850000","0.06900000","71.00000000","71.00000000","0.03550000","2025-08-24 09:39:29.305","2025-08-24 09:40:15.933","Closed"
"FHEUSDT","Cross","Short","0.06900000","0.06850000","80.00000000","80.00000000","0.04000000","2025-08-24 09:34:01.146","2025-08-24 09:39:29.305","Closed"
"FHEUSDT","Cross","Long","0.06850000","0.06900000","70.00000000","70.00000000","0.03500000","2025-08-24 09:32:11.480","2025-08-24 09:34:01.146","Closed"
"FHEUSDT","Cross","Short","0.07109700","0.07061200","1120.00000000","2867.00000000","1.39199998","2025-08-24 08:32:35.825","2025-08-24 09:32:11.480","Closed"
"FHEUSDT","Cross","Long","0.06812200","0.06862400","201.00000000","201.00000000","0.10099999","2025-08-24 08:28:30.290","2025-08-24 08:32:35.825","Closed"
"FHEUSDT","Cross","Short","0.06900000","0.06850000","102.00000000","102.00000000","0.05100000","2025-08-24 08:21:41.935","2025-08-24 08:28:30.290","Closed"
"FHEUSDT","Cross","Long","0.06850000","0.06900000","48.00000000","48.00000000","0.02400000","2025-08-24 08:20:08.879","2025-08-24 08:21:41.935","Closed"
"FHEUSDT","Cross","Short","0.06937000","0.06887200","254.00000000","403.00000000","0.20049998","2025-08-24 08:03:40.127","2025-08-24 08:20:08.879","Closed"
"FHEUSDT","Cross","Long","0.06850000","0.06900000","45.00000000","45.00000000","0.02250000","2025-08-24 08:03:16.822","2025-08-24 08:03:40.127","Closed"
"FHEUSDT","Cross","Short","0.06984200","0.06934800","553.00000000","702.00000000","0.34699999","2025-08-24 07:26:00.455","2025-08-24 08:03:16.822","Closed"
"FHEUSDT","Cross","Long","0.06939700","0.06877900","191.00000000","341.00000000","-0.21099999","2025-08-24 07:13:34.696","2025-08-24 07:26:00.455","Closed"
"FHEUSDT","Cross","Short","0.07100000","0.07050000","105.00000000","105.00000000","0.05250000","2025-08-24 07:03:52.319","2025-08-24 07:13:34.696","Closed"
"FHEUSDT","Cross","Long","0.07010600","0.07060900","188.00000000","188.00000000","0.09449999","2025-08-24 07:03:24.389","2025-08-24 07:03:52.319","Closed"
"PROMPTUSDT","Cross","Long","0.33940000","0.35540000","147.00000000","147.00000000","2.35200000","2025-08-24 06:50:54.375","2025-08-24 11:42:42.058","Closed"
"FHEUSDT","Cross","Short","0.07347700","0.07299500","1673.00000000","5639.00000000","2.71899993","2025-08-24 04:54:17.194","2025-08-24 07:03:24.389","Closed"
"PROMPTUSDT","Cross","Short","0.30800000","0.34550000","160.00000000","160.00000000","-6.00000000","2025-08-24 03:31:30.336","2025-08-24 05:06:32.064","Closed"
"PROMPTUSDT","Cross","Long","0.31790000","0.33090000","156.00000000","156.00000000","2.02800000","2025-08-24 03:30:16.829","2025-08-24 04:05:41.061","Closed"
"DOLOUSDT","Cross","Long","0.30440900","0.29947400","893.00000000","1068.00000000","-5.27160993","2025-08-24 03:05:25.334","2025-08-24 03:21:49.708","Closed"
